variant,refinement_round,refinement_action,candidate_key,refinement_parent_key,parameter_space_distance_from_parent,on_local_refinement_boundary,atc_rat_pit_p,atc_rat_pit_d,atc_ang_pit_p,psc_ne_pos_p,psc_ne_vel_p,moving_mass_assist_gain_m_per_Nm,selection_eligible,corrected_selection_class,worst_settling_time_s,worst_step_overshoot_fraction,worst_overshoot_band_distance,worst_step_target_crossing_count,worst_rise_time_s,worst_final_abs_position_error_m,actuator_effort_index,worst_moving_mass_limiter_duty_percent,robustness_index
moving_mass_assist,5,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01675447331:atc_ang_pit_p=28.2949442:psc_ne_pos_p=0.6247684949:psc_ne_vel_p=0.9892827292:moving_mass_assist_gain_m_per_Nm=0.01924310423,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01668523034:atc_ang_pit_p=28.3434092:psc_ne_pos_p=0.6251853134:psc_ne_vel_p=0.9893402517:moving_mass_assist_gain_m_per_Nm=0.01887237142,0.0039652798438696915,True,0.14,0.016754473308184734,28.2949442,0.6247684948979593,0.9892827291510142,0.019243104233045066,True,eligible,7.714999999999884,0.0723408017294076,0.022340801729407597,1,2.4499999999999478,0.0013146983184382233,2.6108128115226967,12.458333333333334,0.08615088768804073
moving_mass_assist,6,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.1399141388:atc_rat_pit_d=0.01666092693:atc_ang_pit_p=28.3034087:psc_ne_pos_p=0.6256447249:psc_ne_vel_p=0.9905347248:moving_mass_assist_gain_m_per_Nm=0.01856797906,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01662021405:atc_ang_pit_p=28.3003442:psc_ne_pos_p=0.6252531888:psc_ne_vel_p=0.9897992581:moving_mass_assist_gain_m_per_Nm=0.01869872553,0.00266214192749922,False,0.13991413879394532,0.016660926926154552,28.303408700000002,0.6256447248542276,0.9905347248309541,0.018567979062357767,True,eligible,7.714999999999884,0.07263008127827764,0.022630081278277633,1,2.439999999999948,0.0005610052167364099,2.5863931265689466,11.833333333333334,0.08639673769139972
moving_mass_assist,6,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01657701489:atc_ang_pit_p=28.2595337:psc_ne_pos_p=0.6253062591:psc_ne_vel_p=0.9896695389:moving_mass_assist_gain_m_per_Nm=0.0189464497,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01662021405:atc_ang_pit_p=28.3003442:psc_ne_pos_p=0.6252531888:psc_ne_vel_p=0.9897992581:moving_mass_assist_gain_m_per_Nm=0.01869872553,0.0026440644872324365,True,0.14,0.016577014889117517,28.259533700000002,0.6253062591107874,0.9896695388805409,0.018946449704142016,True,eligible,7.714999999999884,0.07279045821784269,0.022790458217842688,1,2.439999999999948,0.0001794122762696082,2.6050657387068705,12.208333333333334,0.08712473174227872
moving_mass_assist,6,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01661132559:atc_ang_pit_p=28.2784337:psc_ne_pos_p=0.6250128918:psc_ne_vel_p=0.989617886:moving_mass_assist_gain_m_per_Nm=0.01874526627,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01662021405:atc_ang_pit_p=28.3003442:psc_ne_pos_p=0.6252531888:psc_ne_vel_p=0.9897992581:moving_mass_assist_gain_m_per_Nm=0.01869872553,0.0012000152276245844,True,0.14,0.016611325588705993,28.2784337,0.6250128917638486,0.989617885987979,0.018745266272189354,True,eligible,7.714999999999884,0.07319047741062401,0.023190477410624008,1,2.444999999999948,8.038946303956518e-05,2.6041836516769985,12.25,0.08737397512550057
moving_mass_assist,6,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.1398726349:atc_rat_pit_d=0.01660274791:atc_ang_pit_p=28.3061087:psc_ne_pos_p=0.6248375091:psc_ne_vel_p=0.9892434025:moving_mass_assist_gain_m_per_Nm=0.01883106509,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01662021405:atc_ang_pit_p=28.3003442:psc_ne_pos_p=0.6252531888:psc_ne_vel_p=0.9897992581:moving_mass_assist_gain_m_per_Nm=0.01869872553,0.0024462472959363656,False,0.13987263488769533,0.016602747913808873,28.306108700000003,0.6248375091107874,0.9892434025169046,0.0188310650887574,True,eligible,7.714999999999884,0.07331075298620826,0.023310752986208258,1,2.444999999999948,5.145537046735704e-05,2.5974044912067598,12.333333333333334,0.08753978836992826
moving_mass_assist,4,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01676578589:atc_ang_pit_p=28.2084092:psc_ne_pos_p=0.6239353134:psc_ne_vel_p=0.9882038881:moving_mass_assist_gain_m_per_Nm=0.01856467911,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01674863054:atc_ang_pit_p=28.2254192:psc_ne_pos_p=0.6241202624:psc_ne_vel_p=0.9894646882:moving_mass_assist_gain_m_per_Nm=0.01926882112,0.005172268448282491,True,0.14,0.016765785893918615,28.208409200000002,0.6239353134110788,0.9882038880540946,0.01856467910787438,True,eligible,7.719999999999885,0.06988790648180543,0.019887906481805426,1,2.4499999999999478,0.001272482542785891,2.5713057682040428,12.208333333333334,0.0883769704279094
moving_mass_assist,4,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01681650606:atc_ang_pit_p=28.1706092:psc_ne_pos_p=0.623756742:psc_ne_vel_p=0.9889270285:moving_mass_assist_gain_m_per_Nm=0.01966618116,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01674863054:atc_ang_pit_p=28.2254192:psc_ne_pos_p=0.6241202624:psc_ne_vel_p=0.9894646882:moving_mass_assist_gain_m_per_Nm=0.01926882112,0.0042428576122721514,True,0.14,0.016816506058527667,28.1706092,0.6237567419825074,0.9889270285499624,0.01966618115612199,True,eligible,7.719999999999885,0.07043844303852209,0.02043844303852209,1,2.4549999999999477,0.0011089756192879108,2.591085367644947,12.5,0.08675990912730355
moving_mass_assist,3,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.0167564209:atc_ang_pit_p=28.1602952:psc_ne_pos_p=0.6234005102:psc_ne_vel_p=0.9925779489:moving_mass_assist_gain_m_per_Nm=0.01917141557,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01674863054:atc_ang_pit_p=28.2254192:psc_ne_pos_p=0.6241202624:psc_ne_vel_p=0.9894646882:moving_mass_assist_gain_m_per_Nm=0.01926882112,0.007018477005758847,True,0.14,0.01675642089620485,28.1602952,0.6234005102040817,0.9925779489105936,0.019171415566681844,True,eligible,7.719999999999885,0.07053672368040131,0.02053672368040131,1,2.4549999999999477,0.0005709329876075753,2.594864515392435,12.333333333333334,0.08793115449051149
moving_mass_assist,3,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01639242913:atc_ang_pit_p=28.1062952:psc_ne_pos_p=0.6225331633:psc_ne_vel_p=0.9836936514:moving_mass_assist_gain_m_per_Nm=0.01950277651,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01674863054:atc_ang_pit_p=28.2254192:psc_ne_pos_p=0.6241202624:psc_ne_vel_p=0.9894646882:moving_mass_assist_gain_m_per_Nm=0.01926882112,0.018062474192489093,True,0.14,0.016392429126657525,28.1062952,0.6225331632653062,0.9836936513899324,0.019502776513427408,True,eligible,7.719999999999885,0.07096424217865671,0.02096424217865671,1,2.4599999999999476,0.0009354046731278043,2.5916055849383612,12.416666666666666,0.08698889082683191
moving_mass_assist,5,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.1399035034:atc_rat_pit_d=0.01670748257:atc_ang_pit_p=28.4150942:psc_ne_pos_p=0.624723852:psc_ne_vel_p=0.9903932663:moving_mass_assist_gain_m_per_Nm=0.01870464269,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01668523034:atc_ang_pit_p=28.3434092:psc_ne_pos_p=0.6251853134:psc_ne_vel_p=0.9893402517:moving_mass_assist_gain_m_per_Nm=0.01887237142,0.00402482857226406,False,0.13990350341796876,0.01670748256744399,28.4150942,0.6247238520408165,0.9903932663410969,0.01870464269458353,True,eligible,7.719999999999885,0.07126929251545056,0.021269292515450552,1,2.4499999999999478,0.0001635721098371956,2.6000950746945084,11.833333333333334,0.08675859008342848
moving_mass_assist,3,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01645209991:atc_ang_pit_p=27.9378152:psc_ne_pos_p=0.6216147959:psc_ne_vel_p=0.9923713373:moving_mass_assist_gain_m_per_Nm=0.02035484752,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01674863054:atc_ang_pit_p=28.2254192:psc_ne_pos_p=0.6241202624:psc_ne_vel_p=0.9894646882:moving_mass_assist_gain_m_per_Nm=0.01926882112,0.018685029018664395,True,0.14,0.016452099908550528,27.9378152,0.6216147959183674,0.9923713373403455,0.020354847519344566,True,eligible,7.719999999999885,0.07133782983888115,0.021337829838881148,1,2.4549999999999477,0.0010082914686556643,2.6250429415657983,12.291666666666666,0.08746725132102179
moving_mass_assist,3,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01677432213:atc_ang_pit_p=28.4778152:psc_ne_pos_p=0.6266147959:psc_ne_vel_p=0.9845200977:moving_mass_assist_gain_m_per_Nm=0.01760928539,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01674863054:atc_ang_pit_p=28.2254192:psc_ne_pos_p=0.6241202624:psc_ne_vel_p=0.9894646882:moving_mass_assist_gain_m_per_Nm=0.01926882112,0.01855650314505839,True,0.14,0.01677432213077275,28.477815200000002,0.6266147959183674,0.9845200976709241,0.01760928538916705,True,eligible,7.719999999999885,0.0716729806117089,0.0216729806117089,1,2.444999999999948,0.00257758907698713,2.5759293734650104,12.916666666666668,0.08817197056285453
moving_mass_assist,6,additional_refinement,moving_mass_assist:atc_rat_pit_p=0.1399763947:atc_rat_pit_d=0.01664973865:atc_ang_pit_p=28.2993587:psc_ne_pos_p=0.6254178663:psc_ne_vel_p=0.9893725347:moving_mass_assist_gain_m_per_Nm=0.01894349112,moving_mass_assist:atc_rat_pit_p=0.14:atc_rat_pit_d=0.01662021405:atc_ang_pit_p=28.3003442:psc_ne_pos_p=0.6252531888:psc_ne_vel_p=0.9897992581:moving_mass_assist_gain_m_per_Nm=0.01869872553,0.0020987977668165438,False,0.13997639465332032,0.016649738654549617,28.299358700000003,0.6254178662536445,0.9893725347483094,0.018943491124260362,True,eligible,7.719999999999885,0.071713430906025,0.021713430906024997,1,2.4499999999999478,0.0005380946701437628,2.599253803611336,12.291666666666666,0.08788496154342405
